name,filename,mapId,mapUid,bronzeScore,silverScore,goldScore,authorScore
$s$6CFAz$6DFur C$6EFhime$6FFra $fffft' Nightwolf,86FDF371352994DA839319F5864F14C81B2D5FEC099CDFFED4654AC2A46C0691E9346BC147F0E9D205A915DB89737263.Map.Gbx,75a92412-bc14-43eb-9a90-179b5628faa6,5vHhWTH9RmsoX5yj949bGudzR05,72000,58000,51000,47797
$o$1e7Tropical $597Valleys,Tropical Valleys.Map.Gbx,9f76da56-7d6e-47c7-a9d4-2c08fc660046,6nma2nX4ADdRP0ze5n9UJl2rrVf,70000,57000,50500,46848
$n$s$o$C63N$D73OR$E83GA$F93RD,NORGARD.Map.Gbx,3f8f774a-8ff3-4fb7-8fd0-a4b852ffc3b8,7fShihPL7OPpQlkP_Oq9d1jMHy2,66000,53000,47000,43971
$sOasis,Oasis.Map.Gbx,2345c6ef-9c65-405c-8ea7-7fa2082fc25b,89OtLgP9IRQzmC9n_h0SrIr8l_4,60000,50000,44000,41648
$n$s L A    P O C H E Z Z A, L A    P O C H E Z Z A.Map.Gbx,a55b7db5-9c3e-42b2-9928-1a0de0365d35,8cbYjoK3qAfZ3ivExDerPAkeWGh,89000,71000,63000,58936
$03FPola$F03rity,POLARITY.Map.Gbx,fd621cc1-8ca3-473d-803b-857c8c3efac3,8w90Cmb7AsQs3oOafXYSdxa7D67,67000,54000,48000,44423
$sMoriko,Moriko.Map.Gbx,cc856a25-3ff2-4cfb-9c60-75c1ca35d5f3,9N9coHBFdbF2rU1AEjeZnS_hpH4,58000,47000,41000,38618
$F00R$F10u$F20by$F30 $F30d$F22r$F25i$F17v$F09e,Ruby drive.Map.Gbx,e4368c3b-fd5d-4bc0-a55c-a6b452049eff,aDzEVp2XebBVcy9a0uUYtUK2np1,66000,53000,47000,43475
$o$n$s$600TORTUGA,TORTUGA.Map.Gbx,6eb97c32-b3bd-40e0-b503-991b93778446,bmYHDGeNzSZVEQu39ZBOfhAbhE5,66000,53000,47000,43547
$s$6C0S$6D1c$6D2h$6E4w$6E5a$6F6n$6F6e$6E7n$6E8s$6D8e$6C9e,Schwanensee.Map.Gbx,1d7839a5-6b99-4511-87fe-c35b91d41794,bNoTXZ6ve7IaWvf8jy99OtzaJG3,68000,55000,48000,45184
$a8a$ot$b9be$cacf$dbdl$eceo$fdfn $fffV2,teflon V2.Map.Gbx,1b744961-5a8d-4cfe-8d49-491cc71175ba,bwgPB3j2r75hsX1ibn86uz5peH6,67000,54000,47000,44225
$n$oAcadia,Acadia.Map.Gbx,33202dfd-8a47-4d97-a05e-9ad677b8723b,bXtrDa9EqpKZbiczVxifJRdl47h,72000,58000,51000,47954
$sCCP$f00#$fff01 $f00-$fff SILENT NIGHT $f00FT'$fff KEISSLA,CCP#01 - SILENT NIGHT FT' KEISSLA.Map.Gbx,b6cc96f7-b8b2-4477-a1c2-d9f1f45b5210,CFI34MJLLF0M88pCmn1WHTSd6K9,82000,66000,58000,54488
$i$CCFC o n$CDF s t e l$CEF l a t i $CFFo n s,C o n s t e l l a t i o n s.Map.Gbx,c1890e20-93ce-46da-9ede-ea384c30d39d,ctSiIuYMX1pEYj3BYsTh4pLgcKd,78000,63000,55000,51758
$s$o$555Downtown $z(ft Urumi),Downtown (ft Urumi).Map.Gbx,dc982461-a7bc-494c-af0a-ddb7390b9679,D5jBeUvIKhgQlcKA8TZBQkPx3n2,80000,65000,55000,50365
$i$sda$09cbe$gdi,dabedi.Map.Gbx,97196b37-3400-4485-8f91-15c00a48fd49,DTNGAZyaoS2Zql4RrpoHR1hyCik,68000,55000,48000,45138
$F00S$F20i$F50n$F70t$FA0e$FC0r$FC0k$F90l$F60a$F30a$F00s,Sinterklaas.Map.Gbx,eb03bcd4-5cf1-447b-8eb5-c331789220ea,emoN6J_4F84VvHw_mXgX6FmhKv3,63000,51000,45000,41878
$sThe Wild West,The Wild West.Map.Gbx,53705530-4675-4737-ab67-fe70cf500ead,emyFs0V6Ye6rU5PNGXwAVoWRPu2,60000,55000,49000,46245
$s$5f5Fu$7f4ji$9f3ya$bf2ma,Fujiyama.Map.Gbx,47088d1f-5bc3-43dd-a823-a8bb03723811,ePUa1qU_qi5JZNHcH2bvnXTIRB7,65000,52000,46000,43033
$o$i$defT$cdehe $bddB$bcdr$acdi$abcd$9bcg$9abe $ff9Reversed,The Bridge Reversed.Map.Gbx,525ca8fd-a4b0-4292-a0d3-7a9050cc6599,GIwLxYLiI8xQsQyBHwj1LNDOhYj,68000,54000,48000,44712
$ff0$s$oEclipse,Eclipse.Map.Gbx,af0d5496-0eee-4450-bb0a-cd2eaf1d18f6,gNuyzn_DKPZ4jigAjmN52_qlZbc,76000,61000,54000,50348
$s$o$nCCC2 - $0ccPirate Slide,CCC2 - Pirate Slide.Map.Gbx,c50d7344-df2a-4ddf-89b5-9cd4b7badea4,H4jfOKU2GoQ5i8J_Do3cjNJqDji,76000,61000,54000,50646
$w$D29S$D4Aa$E7Al$E9Bt$FCBe$FECd$FEC $ECCE$C9Ca$B7Br$94Bt$82Bh,Salted Earth.Map.Gbx,7e689e86-0b2b-44af-8199-5f7a0781a070,h95NnojxIf1mLUaDa_OKTPwNlAg,60000,48000,42000,39468
$0FFCo$3FFld $6FFSw$9FFe$CFFat $Zft' Scarzor,Cold Sweat ft' Scarzor.Map.Gbx,320eea11-9c2e-4def-8c20-6a90e6c492da,HCFU8ApjCHbjRzMNhDArPauiPF8,56000,45000,40000,37158
$sCCP#10 - You Better Watch Out,CCP10_-_You_Better_Watch_Out.Map.Gbx,beb0c903-fb86-4471-9fdd-79d04c96b416,hlvrBzh8zX8EmHc1K_gjnLKwHOf,67000,54000,48000,44494
$s$o$0efKokomo Island Raceway,Kokomo Island Raceway.Map.Gbx,02b518c3-c8b9-4f15-8ad1-6747a67d0398,hPAMNOoJNhihIQMuDon2De71Vub,90000,72000,64000,59508
$iSolitary,Solitary.Map.Gbx,30d8a787-9340-4d4d-a919-57801f988345,Ht0pWAFFIIudrtEyBP_0kjsk6H5,67000,54000,48000,44558
$s$i$090F$080or$070es$060t$050 A$040wa$030k$020en$010in$000g,Forest_Awakening.Map.Gbx,df2a268b-94d1-4397-9a2b-58652de71792,I9gYXzlDhvbtNQzuA3cmAxaDXh1,94000,75000,67000,62350
Wild Dingo,Wild Dingo.Map.Gbx,540b3666-c5d3-4335-b1fd-40f5577f8b38,IS3Fds6rWwBenlz4Mkw4P5TVpq1,70000,56000,50000,46473
$n$o$333N$d45ATARUK,NATARUK.Map.Gbx,7ad806e7-7c9e-4011-965f-9c1d1dfa5627,JAc8cXt2K0NUHbrUgeU1zu0M246,76000,61000,54000,50185
$z$S$EEEArtificial $AE9N$AE8a$AE7t$AE6u$AE5r$AE4e,Artificial Nature.Map.Gbx,4472224a-7794-4d4c-aafb-66e5b4a48821,Jg15oZGRhwbV6QyXdR9VFypIb25,69000,56000,49000,45841
$s$08fZ$27ee$56dn$75ci$94bt$c3ah $n$e1a72,Zenith 72.Map.Gbx,8e052415-e0fa-490a-998d-741b0e1acf9f,JjHlxNnTk91CLIeoEOJzYlyDLB6,63000,51000,45000,41955
$i$n$fb0So$ea0li$d90s $c80Oc$b70ca$a60su$950m,Solis Occasum.Map.Gbx,57c108de-9911-4435-8096-e1656036a463,jMxTiLXcH_i0uJRyp67cviIkdE6,68000,55000,48000,45098
$fdc$sConifer Creek,Conifer Creek.Map.Gbx,b30252e9-6802-4a55-9298-762810baaf8f,K_n5OaSINVfzKRJcy1HHTSw6L2f,75000,60000,55000,51492
$F60F$F70i$F80r$F90e$FA0f$FB0l$FC0y$FD0V$FE0a$FF0ll$FF0e$FF1y$FF2 ft'$FF3Q$FF4u$FF5ee$FF6n$FF7_C$FF8lo$FF9wn,FireflyValley ft'Queen_Clown.Map.Gbx,a25eaf2e-d25b-430f-bedf-cae6bf0b62eb,k69WTtdZbM7sIn4HmHuWyBlXekm,71000,57000,50000,46954
$o$w$i$e00R$d00e$c00d $b60M$a60u$960d,Red Mud.Map.Gbx,273f8146-1ec0-4b3d-a908-87f19fe110f3,kSiapoPEScY7xd3IYUlJRPvTqL3,63000,50000,45000,41621
$i$o$c0fCadenza,Cadenza.Map.Gbx,ed38fffa-e5c6-48e2-9412-f615ccd3e011,KZY29cq7mjCeHM3glAaDEf5B8e3,83000,67000,59000,55096
CCP$C01#$FFF14 - $C01K$FFFlaus$C01C$FFFraft,CCP#14 - KlausCraft.Map.Gbx,82581a5b-d18a-4560-aeb7-93cb80c11abb,lCYeGYQ67jBS1GK1lf0isuyt4Of,50000,40000,38000,36748
$o$i$s$f70Cu$f60rve$f50ball,Curveball.Map.Gbx,de86961f-7695-4a6d-8fe3-11a407c24680,Lj_tkohzYnCwLMPXZOmiXPj6QAg,81000,65000,57000,53534
$s$o$F90Lo$E91st S$D92prin$C93gs,Lost Springs.Map.Gbx,7d40b0be-1085-4847-9b01-2400880e9dc5,Ltas7yymHoyuC1HItyE_V1hWlph,65000,52000,46000,42862
$i$6f0Fission Strike,Fission Strike.Map.Gbx,82d49633-e736-4d8b-87db-eefbd53c1b03,mA4wXqjDtAgyjH3k6qZkAt3KTGg,60000,48000,43000,39633
Dakor,Dakor.Map.Gbx,f1b0c8f7-0e9b-431a-8724-842b446e90f1,mAJ4npAQW_qr66Dt84P7D7Zw7Q0,61000,49000,43000,40523
$s$oPipe$f32phobia $111$nft Nightwolf,Pipephobia ft Nightwolf.Map.Gbx,2c06c25a-b442-431f-a968-2627ddbde11d,mijbrgeyRo6XyjlulEE6QhZSQNm,70000,55000,50000,45000
$s$o$ddaPa$dd9rth$ed9e$ee8non,Parthenon.Map.Gbx,d5710b41-084e-4ba4-bf53-878108727ab7,mnQDiXu0o88QLtcGgyR68qsaHpf,73000,59000,52000,48605
$o$s$F00Ch$F10rom$F20a's$F30 P$F40urg$F50ato$F60ry 2,Chromas_Purgatory_2.Map.Gbx,249c4de4-6e4d-49f8-bedb-5e9d0ed38c01,mpzjpa8lXCvLXTDrJ3muD71MrR5,69000,55000,49000,45651
$3C9Limnoula,Limnoula.Map.Gbx,ace67737-fc58-441c-a76b-ec850e6616e7,o1_XmyfwXURY0PVClRok2Noqpmg,65000,52000,46000,42746
$o$s$n$F0CW$E0DO$D0DR$C0EL$B0ED$A0FS$90F $90FC$80FO$70FL$60FL$50FI$40FD$30FE,WORLDS COLLIDE.Map.Gbx,18d45532-20bf-4602-aa7f-76671f9a4145,oJMiW7IV_GkgD97LiMZZvri0Jj,73000,58000,51000,48036
$s$o$3C0Ove$3C3rgr$3C6ow$3C9th$z ft' Yamii,DEA2A3F201596DAA2E8B6EC29A09D869A2B61A0C322ED6E6574197B01B558789EE9ACDED427BB19B00769499AFB9DBE6.Map.Gbx,3a8ca0dd-be27-42b7-a5e9-614e93d8c425,oOLAf2sqG9L1Y0O96xznOLZtY13,70000,56000,48000,45917
$fff$s$FFFHow$EFFling$DFF Val$CFFley,Howling Valley.Map.Gbx,b1f9451a-f77f-4162-91d0-8fb492be1963,oVji8QJW69f_6Vf08vDHz4yv8e,72000,58000,51000,47831
$s$fffEternal $06CSnow $n$CCCft' Ealipse,Eternal Snow ft' Ealipse.Map.Gbx,8c07dc21-aaaf-4d63-8f35-2194e0e22149,oXRrgfMJFx_HzTZiW4zv0zDZ8Bc,61000,49000,43000,40096
$s$o$6FFAURORA $6F3ORIENTALIS $F90MTC,aurora orientalis mtc.Map.Gbx,a6176335-da16-4e96-b02c-7d77a0f292d0,P1zORLqAJGTgd41PCWgW5Qb1ZT,60000,50000,46000,43804
$fff$s$iCCP$9fc#$fff12 $9fc- $fffWinter Solstice $9fcft' $fffVixxa,CCP12_-_Winter_Solstice_ft_Vixxa.Map.Gbx,3c9c1151-3fc3-4c56-be17-76af011d929d,pBK2IY3AtJw60Hx1Z_6fDeMF7c7,85000,68000,60000,56482
$333 $s $i Kre$ffftos,   Kretos.Map.Gbx,bbd6c5f3-1403-4a8e-82e9-8f21316cd844,phYwm_GJhOb8n5Dc5YweDCVYg_i,58000,46000,41000,38192
$s$o$nMARS $F60PRIMUS,MARS PRIMUS.Map.Gbx,f9cdaf00-54ec-4261-b8b0-08814e7ef1ae,pihqNTr04EY0ToFtMdbICxDk_Ii,66000,53000,47000,43508
$0CF$STECHNICA VIA $FFFFt' HTIMH,TECHNICA VIA Ft' HTIMH.Map.Gbx,cdc81f24-a17f-407d-9ca5-93fbe55adc39,PKPW_uSDVyTpOV6Im6DSyXU2KFc,52000,50000,48300,47278
$399$s$oIverna,Iverna.Map.Gbx,b0196054-781a-4996-a4a4-fa7d9b32b504,PsYooDhCIAJvSXTsTveIkl6GNI4,81000,65000,58000,53962
$i$s$eeeCCP#16 $000- $f10Nippy Sailing,CCP#16 - Nippy Sailing.Map.Gbx,57c6b80e-4a64-4379-9311-073757bd9bd7,PU21ysUrZPxnql6tV4l1uFxxQVg,79000,63000,56000,52404
$o$ad3Bitterroot,Bitterroot.Map (2).Gbx,79345e7a-8480-4662-90f7-747819bfe8e3,q6aF_31hvqqyzn8grNVmX628lr2,71000,57000,50000,46805
$s$fc0Hike $f90Trail $fffft' Nightwolf,Hike_Trail_ft_Nightwolf.Map.Gbx,5a41ca4d-344e-4e7f-b560-9c7548cc9208,Qb4e8BSUIgzfYcUekCyLXarK9Ej,79000,64000,56000,52634
$i $000F$010l$020a$030n$040z$050a, Flanza.Map.Gbx,c4e5b1c6-5386-4843-8d53-171bb320c9d7,qcRIi6r61PWPPBJc9O2rGDGB2Ti,49000,40000,35000,32631
$o$963Hal$961le$960l$C90uja$CC0h $FC6Mountains $FFFV2,Hallelujah Mountains V2.Map.Gbx,d16c082b-714d-4638-bcdb-1bff0c39a136,qGDTNycYMgXF6uBh4wXoYDqMk73,56000,45000,40000,37274
$000$s$o$nForsaken $900Factory,Forsaken Factory.Map.Gbx,92bdec33-0230-4a7e-9210-7aabe0864218,QgJeAFnKrW_Gbb_GkExHfpbwYNd,74000,59000,52000,48738
$S$I$03FS$06Fu$09Fn$0CFs$0CFh$09Fi$06Fn$03Fe,Sunshine.Map.Gbx,ad08f52b-0445-4842-a4f1-1c1c4a66396d,qHJy64MKDQTfFNZJfzlOes6y_ih,51000,41000,36000,33626
$w$0F0BorpaSpin $zft BURLYpog,BorpaSpin_ft_BURLYpog.Map.Gbx,ad510e7c-26d7-4f11-aded-3031f32688e8,qLsP8GyylD3oSGfETYnzi0VR7R0,68000,54000,48000,44872
$060Trava $030ExTen,Trava ExTen.Map.Gbx,399e9173-c432-4514-9f93-f55d4d8b5384,QOZcKhLXcbZHjY6EBLfYAFYcCce,61000,49000,43000,40176
$c03$sMITH ODASYNE $fffFt' Enysado,MITH ODASYNE Ft' Enysado.Map.Gbx,c763dbd0-da2c-4f23-91f7-626a1d73be9e,R6IKIPRtOIXpmG3Z2biwh6mASLe,75000,60000,54000,51842
$s$B80Kheo$C90psis $FFFft TheRealSike,Kheopsis_ft_TheRealSike.Map.Gbx,a385cb3e-68d2-4bf9-8a4a-6b06477c1f59,rCgZrvWL4jPMmRoyiZuz3WN3jh2,66000,53000,47000,43579
$i$o$fffDW$fffAYNE,DWAYNE.Map.Gbx,cb86ced0-9ad8-4b01-8c46-b7efa430a3c7,rqkcqRAJ3g7xrIm62mPZv4OFMK4,60000,48000,42000,39465
$s$16fBlue$z $sLagoon,Blue Lagoon.Map.Gbx,08f097f1-a239-41b0-81cc-4e10b898958f,RUt4Y2WMSUmX2JyZqRcaumJg8Kb,57000,46000,41000,37987
$s$i$FF9P$FD6o$FB3m$F90p$F90e$F80i$F60i,432AE14419F27AE8DDBA19257A6A8C9DCAD5DC24183EF015E06E8723670B7CAB002F7658719F924F4F2295C652A07E2E.Map.Gbx,ac49967c-16be-4364-b1c7-250035219d74,sCH3rPSxtZ47M3FrIkZooKBqVWd,47000,38000,34000,31227
$S$o$CFFM$9FFi$6FFc$3FFk$0FF'ice $m$FFF(Ft Sympthome),Mick'ice (Ft Sympthome).Map.Gbx,bb722d38-aae0-4a75-bf9c-67ad79c180f0,sh8AheXNvNMCf4FySWwsi4Sngq0,57000,46000,41000,37823
$s$o$6c3Erathell$o$s$fff ft' kouks,Erathell ft' kouks.Map.Gbx,5eb1333a-b58d-43c2-9ce4-b730cf99eb03,sVyMF85ZiGBJqDW0sIQRp09jXD1,77000,62000,55000,51262
#alpine,#alpine.Map.Gbx,7f28cbe4-1a33-4b72-9d2c-407ccd58a794,sYOwEe7OZU0t49EMqv7_j9vJWKe,58020,55220,53320,51925
CCP$F00#$g21 $F00- $gWrapped,CCP#21 - Wrapped.Map.Gbx,cee2a223-194a-4fdd-988a-a4c65f5b62dc,SZGWPpqfovls4TxTPgsZw8B9n3f,57000,46000,40000,37670
Headlands,Headlands.Map.Gbx,8a14cdf0-b6d5-4ed7-be23-07cf3baec488,T8m2RdKVkMql21odJDp1fsnLqEh,58000,47000,41000,38468
$i$o$0f0Urayne,Urayne.Map.Gbx,787662fd-e95f-48f2-b7f0-d06289eb745a,tdJlvPWseaM9oP5UzQ4EBISLj2l,71000,57000,50000,47044
$i$s$9FFW$AEFa$ADFt$BCFe$BBFr$CBF $DAFH$D9Fe$E8Fa$E7Fr$F6Ft,Water Heart.Map.Gbx,44372f52-8682-430d-817f-14b9b0e26897,tqU3rJ239kGHtj1CAoOiTq5A50a,75000,60000,53000,49696
$s$F3CV$E3Ci$D3Co$C3Dl$B3De$A3Dt$93D $83ER$63Ea$53Ed$43Ei$33Ea$23Fn$13Fc$03Fe,Violet Radiance.Map.Gbx,1fa4ae20-b2ee-4031-9267-bb7155e6e76e,tY8ydiSluqxKMw6bEkAG1V3oUde,70000,56000,50000,46337
$o$s$F65Clifftop $FFCRetreat,Clifftop Retreat.Map.Gbx,956c0df1-ced3-441f-9f01-6e2da480c2ac,tyvF2nxmvMwqKSp0YdlFjHs21pa,64000,52000,46000,42566
$s$i$o2 $2bdlines,2 lines.Map.Gbx,6972b63b-4a90-4581-853e-c79df5f61867,ugs95rBlloQfHqgxruP5OotcLsc,72000,58000,51000,47558
$i$CFFInnocence,Innocence.Map.Gbx,70c84359-a458-4bad-ad80-ed5dd34c0e66,vTDHHRQHSG3GFjUiiopg7YhGHh1,72000,62000,56500,54200
CCP$f22#$fff15 - $f22D$fffe $f22A$ffflpen $ift'$f22Ealipse,CCP15_-_De_Alpen_ftEalipse.Map.Gbx,f23c930c-252a-4a2f-91e0-4638835d7773,w4f1yNG0cTvW2USwRDHEe14aHH,75000,60000,53000,49772
$0FF$s$iGlacial Gliders,Glacial Gliders.Map.Gbx,d4060cc9-664e-4e55-b061-6d809f08f5da,WrbtE03RSnWTVuMcqTVzVDELaH2,30000,24000,21000,19583
The Showdown,The Showdown.Map.Gbx,55423f49-18f6-4187-a5dd-cc71f16e8a54,wtzut56i98L4UwzRlstbZS4E_0f,60000,48000,43000,39795
$3CFMellonticos $FFFCity,Mellonticos City.Map.Gbx,d7ff2553-c644-4bbc-9052-47458a64f86a,wXXTrVlhBrPnurqkETKo1vkwuU7,72000,57000,51000,47440
$o$i$s$f80Arapaima,Arapaima.Map (1).Gbx,a6b21c62-65e6-4533-ab1f-dbad3ea476c3,wZLJK129whibjbuh2VM_5eXsHLm,77000,62000,55000,51132
$o$e72Ahn'Tjaru,AhnTjaru.Map.Gbx,5c905822-e945-428f-a0fb-599a25925334,xJ3q0JUxHmzUYXHNCfSsTqkxAAb,85000,68000,60000,56445
$6f4Sp$7f6ir$8f8it $9f9Wa$cfclk,spirit walk.Map.Gbx,b4feba7a-4135-46b3-9541-be808b2a2a40,xQGKu718zhN1FCERB2g6GTUuv7e,73000,58000,52000,48328
PPGA - Ice Gokart,PPGA_-_Ice_Gokart.Map.Gbx,c2e75e07-b844-4588-81dd-d3d36d8d05f4,xrFKMZcbNJlS7pkANRibON4nkqc,64000,51000,45000,42112
$oNascar $o$s$900J$A00o$B00y$C00r$C00i$C05d$C09e,Nascar Joyride.Map.Gbx,01ca9609-b55e-4839-853d-bba6da839491,XteseqdPBVMTLK05aSranCX4Q4m,79380,68380,61380,59384
#extraction,#extraction.Map.Gbx,5e112919-96fa-4319-8d2d-a2d7d2cd4815,Y4kHsOdnAWlAMgRutacJJ_bmrjc,56000,48000,44000,40605
$o$f80anis$fffychia,anisychia.Map.Gbx,30312203-c7e5-4743-8f02-61097f5e97f1,Z9rE7XBonNxXPBHXg1poAQw6dU3,61000,49000,44000,40593
$dddFlyin' $facCherry,Flyin' Cherry.Map.Gbx,09356f63-4d6d-4a7b-9783-9c7c023fd9b2,ZCAEBRdwvSdSJ3NxVw9lAFwcH3i,51000,41000,36000,33604
$o$s$FC9Desert Shroud,Desert Shroud.Map.Gbx,cf76e4f4-de81-4229-842d-2e08e13727ad,zEZHFfu7Ie5WHeYoogI3IAx37J0,81000,65000,57000,53594
$o$s$a98Silver Grove,Silver Grove.Map.Gbx,201ddfd8-10e7-4813-9223-3f89a737845f,Zo2SQ84AHyZlkQqVP4q1EJQccjk,62000,50000,44000,41158
$i$fffPlastikflüsterer $0ffft $fffSpammiej,Plastikflüsterer ft Spammiej.Map.Gbx,0852f39c-a838-475a-8376-772ac9ad0029,_itw1GJm1je2N25PW7KMLCuNnKi,62000,50000,44000,41180
$z$o$000B$s$FFFI$z$o$000N$s$FFFA$z$o$000R$s$FFFY,Binary.Map.Gbx,c6df7e24-0769-4dff-966e-16d3ad3ca031,0N31431DvCXLCi7ZQeQLIZahidd,67000,54000,48000,44501
$014C$125o$137l$248d$26A $37BM$38Ci$49Es$4AFt  ,Cold Mist .Map.Gbx,890d6eb4-60ec-467d-b64c-3c3518f4b6c0,0z7K1gO9oLatiRTPdIruv3yXTm7,70000,56000,49000,46155
Early Bird,Early Bird.Map.Gbx,395cc48d-3198-45ac-88cc-7d7ddad9f0c2,15wd42otetGev3Bq6prSvX0piwd,61000,49000,43000,40558
$F93 Cold Warmth!,Cold Warmth!.Map.Gbx,caa1ff77-25f2-4d75-a201-61160a1e7c38,1vella1EQSOH3xHy6anwafloXG8,54000,43000,38000,35386
Backside 270°,Backside 270°.Map.Gbx,b268776c-73ae-4dcf-842e-fac325d996d0,25YNOcCzLTixbDNEOpRgqAwV0d1,64000,51000,46000,42473
$s$o$n$c33AKITA 2 $fff- $FC0HIKARI,AKITA 2 - HIKARI.Map.Gbx,e3e013ab-7554-452f-8699-2b6a10db777e,2a5UL5hoQjSoL12sUXXcHa5GZEa,70000,56000,50000,46523
$sCopied City,Copied City.Map.Gbx,0ffa0098-ac5a-4f55-92d5-68c7d137e052,2c38IeoWSm2LXLjeyVQAh8WARd,65000,52000,46000,42850
$F33H$F32a$F31v$F30n,HAVN.Map.Gbx,fb25d0dd-aca0-416a-867b-b492cee6d93f,2HupcCnHK4qpfPbz2MeJF3MmIsf,68000,54000,48000,44987
$39FV$39Ea$29Dn$29Cnd$18Ba$18Al$089e$088n,Vanndalen.Map.Gbx,733af223-0b5d-40e8-8910-5b2cd7d51331,2Vibm4yRJtxMvLSL1K7uY0SKnel,60000,48000,43000,39727
$n$o$f63A$fc3UTUMN $f63D$fc3AYDREAM,AUTUMN DAYDREAM.Map.Gbx,646cbe44-bd24-475f-ac48-12441ad914eb,2XWY5boDLBjrcDlEqNo5RVnZpU9,74000,59000,52000,48894
$0af$o$i$nPlastic Arena,Plastic Arena.Map.Gbx,1d15178e-16c5-4298-9b76-52202119575a,3hwmTFJk8EyVLqxYxqQxJai4Uz2,73000,59000,52000,48628
$o$390Scroll $030Mania,Scroll Mania.Map.Gbx,88082a37-f0e4-4c71-91c0-e65b9db78b84,3K8CsfoKdQuz0L6hHcIacAFauli,89000,72000,63000,59187
$s$o$F3FPhantasm $3F3Chasm,Phantasm Chasm.Map.Gbx,5d491fb1-83ef-4bad-ba40-3900c261f67d,55V5tr6n7uxo4cZqsyFfRaEffbi,57000,46000,40000,37518
$cffF$bffr$affo$9fez$8fee$7fen $6feW$4fea$3fes$2fdt$1fde$0fds,Frozen Wastes.Map.Gbx,14c6e3e1-efb8-47f8-87ff-fd95d18feabf,5DryTJhNRHpfU5dpQuPiqotWlP,90000,72000,64000,59681
$o$0ffal$ffftan$0f0ia,altania.Map.Gbx,6272557c-1a6e-4642-81c5-386a4c608e45,5xwNmGa3daIbvRIWh4RrclksLo7,60000,46000,42000,39916
$o$s$n$fffT$0ffhe $fffB$0ffank $fffR$0ffobbery,The Bank Robbery.Map.Gbx,480f8671-cb03-4653-988a-3a350dc5d0c1,5yg9Ga2Kh11Ow2b4E9f4_viMo_h,52000,41000,37000,34141
$09f Ice bath,Ice bath.Map.Gbx,11ec5cea-3707-4418-9844-ab4b6f4a696b,6VYxc9eA_nZfuspjQXOb6Lkj2x2,71000,57000,50000,47048
$s$o$n$c33AKITA 3 $fff- $3f3TSUKIMI,AKITA 3 - TSUKIMI.Map.Gbx,39521be7-4bc9-4f1d-8a7d-958111465135,7AHlBi2o62SmM3D0lNCieqT6Er6,69000,55000,49000,45784
$000 Black Mamba,Black Mamba.Map.Gbx,03a6c067-3bdc-4bba-bc39-838abbad2e59,7PrYDGpgELsLkQr1lOaOtjMF6te,63000,51000,45000,41681
$i$o$F0FB$C0Fo$90Fr$60Fé$30Fa$00Fs,Boréas.Map.Gbx,aee1415d-96d2-408f-ba25-bc749a42d3bb,8rnDUwrnQaMQGPRr4DQW4sWv91f,68000,54000,48000,44765
$sLAKONI$f00Λ,LAKONIΛ.Map.Gbx,cef0909b-bcc8-4cfe-909d-d487adac8964,9yg00C5GPLX_MoNSJfZ34Nt87Gi,67000,54000,47000,44317
$s$oTatsu,Tatsu.Map.Gbx,57ce9bea-294c-48a8-886a-8d545dd95b08,A138fTkhN7C5mg8JhH7HntVFbX5,67000,54000,48000,44458
$s$ianew,anew.Map.Gbx,836a2054-a55e-4e2f-8874-bec434d1be8d,afQVVz8l1GyDm6JUso_ye66if10,72000,58000,51000,47838
$s$i$f99Kairala,Kairala.Map.Gbx,973ffc9b-4616-470f-a6ea-bb2cc112ccdf,aHtwshJuofi4mNDO_agw21dLny9,69000,55000,49000,45805
$S$I$609H$708a$706u$805n$803t$902e$900d$900 $902F$803o$805r$706e$708s$609t,Haunted Forest.Map.Gbx,a738989f-6118-44ff-aad4-5c8d982e7864,aoGIeiqQ3Jb_Br0GVywv_UiO7h1,61000,49000,43000,40047
$s$4f4G$3f3r$2f2e$1f1e$0f0n$0e0w$0d0o$0c0o$0b0d$0a0 Fantasy,Greenwood Fantasy.Map.Gbx,6202715a-fd2a-488b-b3ac-01349582e936,Axcpi9ZapmmtHI9n1Rwi9QvXZ59,60000,48000,43000,39675
Aerobatics,Aerobatics.Map.Gbx,ff2cfad5-c11e-47a2-8e3b-3be910ad5603,B7CW_qU46Ou14dU6S0BrBwEEp8d,51000,41000,36000,33598
$FC0A$FB0n$F90i$F90m$F93a,Anima.Map.Gbx,600bd64f-4840-4238-aeba-0b12d5e6f706,bsG6FB7JwzmDT_zZGoeEPtIYZZ2,62000,49000,44000,40771
$o$s$F00Ch$F10rom$F20a's$F30 P$F40urg$F50ato$F60ry,Chroma's Purgatory.Map.Gbx,9f2cdd54-d5b9-40b0-ab8a-4b10b4cfe3a7,BTpvtBLK4CxD6XDcje5LhoJoNhj,65000,52000,46000,42732
 $w$00fAfter$f00math,Aftermath.Map.Gbx,f0d55b47-502a-4bfd-b313-c8078a2d5050,CI27w3FSLvN2SxmLGgCjl4QSCCi,69000,55000,49000,45411
$s$i$aaajuxta$z$s$090POSED,juxtaposed.Map.Gbx,02665547-e036-43eb-a464-2212e16a981d,CjLKO3AjSm7C8JfFE0LcDuad623,68000,55000,48000,45091
